query	reference	matches	score
C01	2-Methoxybenzoic acid_1TMS	8	0.27029107050392137
C01	2-Oxoadipic acid_2TMS isomer 1	2	0.0011761127696432005
C01	2-Oxoadipic acid_2TMS isomer 2	1	0.0012433562567454673
C01	3-Indolepropionic acid	1	5.295536928547849e-05
C01	5-Methylcytidine_4TMS isomer 1	3	0.005007676848138354
C01	5-Methylcytidine_4TMS isomer 2	2	0.0031199809876052585
C01	6-Aminocaproic acid_2TMS	3	0.003529380733835321
C01	6-Aminocaproic acid_3TMS	4	0.539619697122985
C01	7-Dehydrocholesterol_1TMS	1	0.00013699120252843984
C01	Acetylgalactosamine_5TMS isomer 2	1	0.00014464043230872064
C01	Acetylglucosamine_5TMS isomer 1	1	0.00018456930857740401
C01	Acetylglucosamine_5TMS isomer 2	1	0.000133660245342491
C01	Acetylglutamic acid_2TMS	3	0.0007621840788880282
C01	Acetylglutamic acid_3TMS	5	0.0041640487838368575
C01	Acetylglutamine_2TMS	3	0.014770496134476197
C01	Acetylglutamine_3TMS	4	0.004128251089353768
C01	Acetylglutamine_4TMS	6	0.016217170144107944
C01	Acetylleucine_1TMS	2	0.00012798899240608282
C01	Acetylleucine_2TMS	1	0.00011956117081964564
C01	Acetyllysine_3TMS	5	0.5782200216148444
C01	Acetyllysine_4TMS	12	0.5429383564021101
C01	Acetylmethionine_1TMS	4	0.0005805495497533968
C01	Acetylmethionine_2TMS	2	0.013075947237295065
C01	Acetylproline_1TMS	1	0.0007599819761615376
C01	Acetylserine_2TMS	1	0.00025425182041421404
C01	Acetyltryptophan_2TMS isomer 1	1	3.737299891327046e-05
C01	Acetyltryptophan_2TMS isomer 2	1	6.87191241226375e-05
C01	Acetyltryptophan_3TMS	1	1.3716096352875494e-05
C01	Adenosine_4TMS	2	0.09122446596235297
C01	Adenosine_5TMS	1	0.018600253371309248
C01	Alanine_2TMS	1	0.012873383858839802
C01	Allantoin_3TMS	2	0.0019054308332193586
C01	Allose_5TMS isomer 2	1	0.0013554483676433
C01	Arginine_3TMS	3	0.007308334565146723
C01	Ascorbic acid_4TMS	1	0.0010181085516922836
C01	Asparagine_2TMS	3	0.027643726002512053
C01	Asparagine_3TMS	1	0.0054706895751802966
C01	Asparagine_4TMS isomer 1	2	0.000412331971066714
C01	Aspartic acid_3TMS isomer	1	0.024462705514963972
C01	Aspartic acid_3TMS isomer	1	0.09003895617318658
C01	Aspartic acid_3TMS isomer	3	0.024462705514963972
C01	Aspartic acid_3TMS isomer	3	0.09003895617318658
C01	Aspartic acid_4TMS	1	7.461597892916809e-05
C01	Azelaic acid_2TMS	2	0.0006146474192555459
C01	Cholestenone	1	8.080684924255365e-05
C01	Cysteine_3TMS	2	0.00025060249863103587
C01	Cytidine_4TMS	3	0.005197344927660361
C01	Cytidine_5TMS	3	0.004618991793642081
C01	Cytosine_2TMS	1	0.0001921978924235437
C01	Dopamine_4TMS	4	0.5446552429169831
C01	Ergocalciferol_TMS	1	0.00011626686508401712
C01	Ergosterol_1TMS	1	0.00013385662609700994
C01	Estradiol_2TMS	1	0.009230296338900651
C01	Estrone_1TMS	2	0.00015896908564478466
C01	Estrone_1TMS	2	0.003492858678526432
C01	Estrone_1TMS	1	0.00015896908564478466
C01	Estrone_1TMS	1	0.003492858678526432
C01	Galactose_5TMS isomer 2	1	0.001279396907974742
C01	Gluconic acid-1,4-lactone	3	0.005076845617780081
C01	Gluconic acid-1,5-lactone	2	0.0029836385560133
C01	Gluconolactone	2	0.00979498945711652
C01	Glucose-6-phosphate_6TMS isomer 1	1	0.002850502357398542
C01	Glucose-6-phosphate_6TMS isomer 2	1	0.0022703208966664674
C01	Glucose_5TMS isomer 1	1	0.0009106688462821672
C01	Glucose_5TMS isomer 2	1	0.0009278140009601443
C01	Glucuro-3,6-lactone_3TMS isomer 1	4	0.004570868478518151
C01	Glutamic acid_2TMS	5	0.5378070752020007
C01	Glutamic acid_3TMS spectra 1	3	0.02913020885069675
C01	Glutamic acid_3TMS spectra 2	3	0.027991623364034088
C01	Glycine_3TMS	4	0.4957114631007715
C01	Glycylleucine_3TMS	4	0.5365027504964638
C01	Glycylleucine_4TMS	5	0.516550132656086
C01	Glycylvaline_4TMS	6	0.4569292421837189
C01	Guanosine_5TMS	2	0.02356517249842212
C01	Histidine_3TMS	4	0.11458880453380955
C01	Histidine_4TMS	4	0.011086983476778871
C01	Homocitrulline_4TMS	9	0.12757524255217995
C01	Homocysteine_3TMS	3	0.07163530492915493
C01	Homocysteine_4TMS	3	0.06748429604896801
C01	Homoserine_3TMS	2	0.05083502507233815
C01	Homoserine_4TMS	4	0.032297164974098645
C01	Hydroxyproline_3TMS	3	0.041997209425138717
C01	Hypotaurine_3TMS	2	0.07710174115256684
