query	reference	matches	score
C001	2-Methoxybenzoic acid_1TMS	1	2.525230349181473e-05
C001	2-Oxoadipic acid_2TMS isomer 1	1	0.0008522432335432808
C001	2-Oxoadipic acid_2TMS isomer 2	2	0.000930350473222042
C001	6-Aminocaproic acid_2TMS	1	3.187094683280069e-05
C001	Acetylaspartic acid_2TMS	1	7.3063843304993545e-06
C001	Acetylaspartic acid_3TMS	1	0.00034443197013956387
C001	Acetylgalactosamine_4TMS	1	2.2227760329955262e-05
C001	Acetylgalactosamine_5TMS isomer 1	1	2.2598936719920058e-05
C001	Acetylgalactosamine_5TMS isomer 2	2	0.00045164071720071836
C001	Acetylglucosamine_5TMS isomer 1	2	7.395802706286672e-05
C001	Acetylglucosamine_5TMS isomer 2	1	9.44848290320522e-05
C001	Acetylglutamic acid_2TMS	2	0.0015424349641770946
C001	Acetylglutamic acid_3TMS	1	0.0009163144956652703
C001	Acetylglutamine_2TMS	2	0.0014014001654330324
C001	Acetylglutamine_3TMS	1	0.0009628204522313934
C001	Acetylglutamine_4TMS	1	0.0006198072296462702
C001	Acetylleucine_2TMS	1	0.0007635619189495572
C001	Acetylmethionine_1TMS	2	0.0010597949015557259
C001	Acetylmethionine_2TMS	2	0.0009380850952571227
C001	Acetylphenylalanine_1TMS	1	0.0010747981052294648
C001	Acetylproline_1TMS	2	0.0007093865644156517
C001	Acetylserine_2TMS	1	2.1262302166621257e-05
C001	Acetylserotonin_2TMS isomer 2	1	0.0013461765835635364
C001	Acetyltryptophan_2TMS isomer 1	2	0.0006281135793366407
C001	Adenine_3TMS	1	8.788455711656386e-05
C001	Allantoin_4TMS	1	0.0005344678491794592
C001	Arginine_3TMS	2	0.004020153222077704
C001	Ascorbic acid_4TMS	2	0.0008406706737128396
C001	Asparagine_3TMS	2	0.004868069503686224
C001	Asparagine_4TMS isomer 1	1	2.9050214003033727e-05
C001	Asparagine_4TMS isomer 2	2	0.002057994156754795
C001	Azelaic acid_2TMS	1	7.176390816760935e-06
C001	Cholestenone	1	2.8612229959651893e-05
C001	Citraconic acid_2TMS	2	0.000246925673093417
C001	Citric acid_4TMS	16	0.8928622622762243
C001	Cotinine	3	0.0026451412782059307
C001	Cysteine_4TMS	1	0.0009793951386069485
C001	Cytidine_5TMS	1	0.0019628922983381787
C001	Cytosine_3TMS	1	0.0005113642508064477
C001	Dopamine_3TMS	2	0.003185408777129229
C001	Epinepherine_4TMS	1	2.626402719551791e-05
C001	Estrone_1TMS	2	0.0017651793735254555
C001	Estrone_1TMS	2	0.0018477190461249472
C001	Estrone_1TMS	1	0.0017651793735254555
C001	Estrone_1TMS	1	0.0018477190461249472
C001	Galactose_5TMS isomer 2	1	0.00029891047264906523
C001	Gluconic acid_6TMS	1	6.770232364841602e-05
C001	Gluconolactone	1	0.0003435048709555056
C001	Glucose-6-phosphate_6TMS isomer 1	1	0.0004722145208126277
C001	Glucose-6-phosphate_6TMS isomer 2	1	0.0005019476393604548
C001	Glucose_5TMS isomer 2	1	0.0003390261812338654
C001	Glucuro-3,6-lactone_3TMS isomer 2	1	0.0010671033324291164
C001	Glycylvaline_4TMS	2	0.0008334530990808005
C001	Guanosine_5TMS	1	5.5319036435931797e-05
C001	Hippuric acid_2TMS	1	1.204139587623265e-06
C001	Histidine_3TMS	1	0.0009587128607854897
C001	Histidine_4TMS	2	0.0003537839183294913
C001	Homocitrulline_4TMS	1	0.0007553892314865369
